"id","org_name","event_name","event_description","event_start_date","event_end_date","days_of_week","start_time","end_time","more_info","fee","admission_price","site_location_name","event_photo","category","subcategory","age_group_eligibility_tags","race_ethnicity_eligibility_tags","special_needs_eligibility_tags","sogi_eligibility_tags","language_eligibility_tags","site_address","site_phone","site_email","latitude","longitude","point","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"130601_sfpl","SF Public Library","Taller: Serie de clases básicas de computadoras con Tech Exchange","Aprenda los conceptos básicos de Internet, incluyendo consejos para navegar de forma segura por la red y una descripción general de los principios…","2025/10/27 12:00:00 AM","2025/10/27 12:00:00 AM",,"10:00:00","12:00:00","https://sfpl.org/events/2025/10/27/taller-serie-de-clases-basicas-de-computadoras-con-tech-exchange","false",,"Excelsior","https://sfpl.org//sites/default/files/topics/Tech%20Time%20Website%20Banner%20951x469.png","Education","Computer Class, Digital Software, Skills & Training","TAY (Ages 18-24)",,,,"Spanish","4400 Mission Street","415-355-2868","excmgr@sfpl.org","37.727028","-122.433246","POINT (-122.433246 37.727028)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"119036_sfpl","SF Public Library","Activity: Snack Trials","Taste different snacks&nbsp;and pick your favorite. This month we celebrate the arrival of autumn by sampling different varieties of Pears. For ages…","2025/10/22 12:00:00 AM","2025/10/22 12:00:00 AM",,"16:00:00","17:00:00","https://sfpl.org/events/2025/10/22/activity-snack-trials","false",,"Main Library","https://sfpl.org//sites/default/files/topics/Food.jpg","Arts, Culture & Identity","Culinary Arts","Teens (Ages 13-18), Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18)",,,,,"100 Larkin Street","415-557-4400","info@sfpl.org","37.779354","-122.4158715","POINT (-122.4158715 37.779354)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"123353_sfpl","SF Public Library","Storytime: For Families at SPARK Social SF","Books, songs, rhymes and fun for children of all ages.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…","2025/10/20 12:00:00 AM","2025/10/20 12:00:00 AM",,"11:15:00","11:45:00","https://sfpl.org/events/2025/10/20/storytime-families-spark-social-sf","false",,"Mission Bay","https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"960 4th Street","415-355-2838","mbamgr@sfpl.org","37.775376","-122.3931105","POINT (-122.3931105 37.775376)","Mission Bay","6","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"100566_sfpl","SF Public Library","Storytime: For Toddlers","Playtime to follow storytime.","2025/10/30 12:00:00 AM","2025/10/30 12:00:00 AM",,"10:15:00","10:45:00","https://sfpl.org/events/2025/10/30/storytime-toddlers","false",,"North Beach","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"850 Columbus Avenue","415-355-5626","nbemgr@sfpl.org","37.802601","-122.413284","POINT (-122.413284 37.802601)","North Beach","3","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130654_sfpl","SF Public Library","Film: JEWELLE: A Just Vision","From Black Power in late-60s Boston, to AIDS activism in mid-80s New York, to Marriage Equality in early-10s San Francisco,…","2025/10/28 12:00:00 AM","2025/10/28 12:00:00 AM",,"17:00:00","19:30:00","https://sfpl.org/events/2025/10/28/film-jewelle-just-vision","false",,"Main Library","https://sfpl.org//sites/default/files/2025-08/24175.png","Arts, Culture & Identity","LGBTQ+ Support","TAY (Ages 18-24)","African American",,"LGBTQ+, Transgender and Gender Non-Conforming, Non-Binary",,"100 Larkin Street","415-557-4400","info@sfpl.org","37.779354","-122.4158715","POINT (-122.4158715 37.779354)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39654_rpd","SF Rec Park","Level 2","This class builds on the basic aquatic skills and water safety skills and concepts learned in level 1. Participants begin to perform skills at a slightly more advanced level and begin gaining rudimentary propulsive skills on both the front and the back. This level marks the beginning of independent aquatic locomotion skills. Prerequisite- Completion of Level 1. Children must be 48 to participate. Registration is limited to one swim class per participant.","2025/10/28 12:00:00 AM","2025/11/20 12:00:00 AM","T,Th","16:15:00","16:45:00","sfrecpark.org/register","true",,"HAMILTON SWIMMING POOL","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Swimming","Children; Pre-Teens; Teens; TAY",,,,,"1900 Geary Blvd","(415) 292-2008",,"37.784394","-122.435082","POINT (-122.435082 37.784394)","Japantown","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"121189_sfpl","SF Public Library","Storytime: For Toddlers","Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…","2025/11/03 12:00:00 AM","2025/11/03 12:00:00 AM",,"11:30:00","12:30:00","https://sfpl.org/events/2025/11/03/storytime-toddlers-2","false",,"Ingleside","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1298 Ocean Avenue","415-355-2898","ingmgr@sfpl.org","37.724058","-122.4562905","POINT (-122.4562905 37.724058)","West of Twin Peaks","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"128401_sfpl","SF Public Library","Film: Bitter Melon","When a Filipino-American family reunites for a Christmas party in San Francisco's Excelsior neighborhood, the holiday takes a dark turn when they…","2025/10/08 12:00:00 AM","2025/10/08 12:00:00 AM",,"15:00:00","16:45:00","https://sfpl.org/events/2025/10/08/film-bitter-melon","false",,"Golden Gate Valley","https://sfpl.org//sites/default/files/2025-08/23710.png","Arts, Culture & Identity","Movies","TAY (Ages 18-24)","Filipino/a",,,,"1801 Green Street","415-355-5666","ggvmgr@sfpl.org","37.79685","-122.4290475","POINT (-122.4290475 37.79685)","Marina","2","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"107755_sfpl","SF Public Library","Storytime: For Preschoolers Bilingual in Español/English","Books, songs, fingerplays and more for ages 3–5.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…","2025/10/07 12:00:00 AM","2025/10/07 12:00:00 AM",,"11:00:00","11:30:00","https://sfpl.org/events/2025/10/07/storytime-preschoolers-bilingual-espanolenglish","false",,"Bayview/Linda Brooks-Burton","https://sfpl.org//sites/default/files/topics/StorytimeforPreschoolers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"5075 3rd Street","415-355-5757","baymgr@sfpl.org","37.732491","-122.3913285","POINT (-122.3913285 37.732491)","Bayview Hunters Point","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"115585_sfpl","SF Public Library","Storytime: For Toddlers","Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…","2025/10/15 12:00:00 AM","2025/10/15 12:00:00 AM",,"11:00:00","11:30:00","https://sfpl.org/events/2025/10/15/storytime-toddlers-1","false",,"Richmond/Senator Milton Marks","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"351 9th Avenue","415-355-5600","ricmgr@sfpl.org","37.781865","-122.4680535","POINT (-122.4680535 37.781865)","Inner Richmond","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"103320_sfpl","SF Public Library","Storytime: For Toddlers","Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…","2025/10/13 12:00:00 AM","2025/10/13 12:00:00 AM",,"15:30:00","16:00:00","https://sfpl.org/events/2025/10/13/storytime-toddlers","false",,"Park","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1833 Page Street","415-355-5656","parmgr@sfpl.org","37.770273","-122.4510525","POINT (-122.4510525 37.770273)","Haight Ashbury","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130899_sfpl","SF Public Library","Book Club: For Boys, Tae Keller&#039;s When You Trap A Tiger","Discussing Tae Keller's <a href=""https://sfpl.bibliocommons.com/v2/record/S93C3902087"">When You Trap a Tiger</a>, the Newbery Award-winning novel…","2025/11/06 12:00:00 AM","2025/11/06 12:00:00 AM",,"18:45:00","19:45:00","https://sfpl.org/events/2025/11/06/book-club-boys-tae-kellers-when-you-trap-tiger","false",,"West Portal","https://sfpl.org//sites/default/files/topics/BookClubs.jpg","Arts, Culture & Identity",,"Families with children below 18 years old",,,,,"190 Lenox Way","415-355-2886","wpomgr@sfpl.org","37.741365","-122.4661635","POINT (-122.4661635 37.741365)","West of Twin Peaks","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"116582_sfpl","SF Public Library","Storytime: For Families","Space limited. Tickets available on a first come basis at the front desk starting&nbsp;at 10:00am.","2025/10/30 12:00:00 AM","2025/10/30 12:00:00 AM",,"10:00:00","10:30:00","https://sfpl.org/events/2025/10/30/storytime-families-3","false",,"Potrero","https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1616 20th Street","415-355-2822","potmgr@sfpl.org","37.760067","-122.397615","POINT (-122.397615 37.760067)","Potrero Hill","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"126726_sfpl","SF Public Library","Early Learning: STEM Playtime","Play with toy vehicles, soft blocks and other toys that incorporate the concepts of STEM.For children ages 5 and younger.&nbsp;","2025/10/25 12:00:00 AM","2025/10/25 12:00:00 AM",,"10:00:00","11:00:00","https://sfpl.org/events/2025/10/25/early-learning-stem-playtime","false",,"Visitacion Valley","https://sfpl.org//sites/default/files/2025-07/23054.jpg","Education","STEM","Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"201 Leland Avenue","415-355-2848","vvamgr@sfpl.org","37.71252","-122.4077805","POINT (-122.4077805 37.71252)","Visitacion Valley","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130063_sfpl","SF Public Library","Performance: René y Familia","René y Familia is a three-generation strong family band that performs original bilingual children's music in Spanish and English as well as…","2025/10/19 12:00:00 AM","2025/10/19 12:00:00 AM",,"13:00:00","13:45:00","https://sfpl.org/events/2025/10/19/performance-rene-y-familia","false",,"Excelsior","https://sfpl.org//sites/default/files/2025-08/23913.png","Arts, Culture & Identity","Dance, Music","Toddlers (Ages 1-3), Pre-School (Ages 3-5), Families with children below 18 years old",,,,,"4400 Mission Street","415-355-2868","excmgr@sfpl.org","37.727028","-122.433246","POINT (-122.433246 37.727028)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10012815_sfdec","Family Connections Centers","Grupo de apoyo &#8211; Portola (Spanish, Support Group)","Nuestros Grupos de Apoyo para hispanohablantes son oportunidades semanales para que las familias hagan preguntas, aprendan nuevos consejos para padres, y discutan temas sobre el desarrollo infantil. A weekly group for caregivers to connect, gain support with issues and questions, and explore child development topics. Coordinators lead engaging activities, such as book discussions and craft projects. Idioma / language: Español Preguntas: Laura, lgarcia@fccenters.org Link para registrarse","2025/10/20 12:00:00 AM","2025/10/20 12:00:00 AM",,"09:45:00","10:45:00","https://sfdec.org/event/grupo-de-apoyo-portola-spanish-support-group/2025-10-20/",,,"2565 San Bruno Avenue",,"Family Support","Support Groups",,,,,"Spanish","2565 San Bruno Avenue",,,"37.729467","-122.4041805","POINT (-122.4041805 37.729467)","Portola","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39766_rpd","SF Rec Park","Level 5","This class focuses on helping participants refine their performance of all six swimming strokes (front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Participants perform these strokes with increased proficiency and can swim them for greater distances. Participants also learn to perform flip turns on the front and back. Prerequisite: Successful completion of Level 4.","2025/11/12 12:00:00 AM","2025/12/12 12:00:00 AM","W,F","16:15:00","16:45:00","sfrecpark.org/register","true",,"BALBOA SWIMMING POOL","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Swimming","Children; Pre-Teens; Teens; TAY",,,,,"51 Havelock Ave","(415) 337-4701",,"37.726730859","-122.44262625638","POINT (-122.442626256 37.726730859)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130939_sfpl","SF Public Library","Tutorial: Basic Tech Help","Reserve one-on-one tech assistance with one of our Librarians.&nbsp;Sessions cover Basic computer skills, Email setup, Google Docs, Microsoft Office…","2025/10/16 12:00:00 AM","2025/10/16 12:00:00 AM",,"11:00:00","11:30:00","https://sfpl.org/events/2025/10/16/tutorial-basic-tech-help","false",,"Excelsior","https://sfpl.org//sites/default/files/topics/Tech%20Time%20Website%20Banner%20951x469.png","Education","Computer Class, Digital Software, Skills & Training","TAY (Ages 18-24)",,,,,"4400 Mission Street","415-355-2868","excmgr@sfpl.org","37.727028","-122.433246","POINT (-122.433246 37.727028)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10014273_sfdec","Glide Family Youth and Children&#8217;s Center","Baby Club / Club de bebé (Playgroup, English and Spanish)","For ages 0-24 Months Every Friday from 11am &#8211; 12pm Starting October 3 &#8211; November 7th Where? Boeddeker Park(inside ofthe YMCA) 246 Eddy Street, SF,CA, 94102 Connect with other parents and bring your little one for nurse ryrhymes, sensory play, books and more! PLEASE CONTACT OUR HOTLINE TO REGISTER OR FOR ANY QUESTIONS 🙂 415-674-6215 &nbsp; Para edades de 0-24 meses Cada Viernes de 11am &#8211; 12pm Empezando October 3- Noviembre 7 Donde? Boeddeker Park(adentro del YMCA) 246 Eddy Street, SF,CA, 94102 Conéctese con otros padres y llevea sup equeño para escuchar canciones infantiles, juegos sensoriales, libros y mucho más! PARA REGISTRARSE O SI TIENE ALGUNA PREGUNTA, LLAME A NUESTRA LÍNEA DIRECTA: 415-674-6215.","2025/10/17 12:00:00 AM","2025/10/17 12:00:00 AM",,"11:00:00","12:00:00","https://sfdec.org/event/baby-club-club-de-bebe-playgroup-english-and-spanish/2025-10-17/",,,"246 Eddy Street","https://sfdec.org/wp-content/uploads/2025/10/Baby-Club-fall-winter-series-2025-pdf.jpg","Childcare","Playgroups","Infants",,,,"Spanish","246 Eddy Street",,,"37.784169","-122.411988","POINT (-122.411988 37.784169)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39994_rpd","SF Rec Park","Drop-in: Baseball - Bay Sox Clinics","The    philosophy of the Bay Sox Girls Baseball      Program is to encourage the healthy growth      and development of the athlete through a      program of sports, competitions and teamwork      while representing basic values of respect, compassion, and support for    each other.  Each clinic will offer introductions to throwing, catching, hitting and other beginner game play.","2025/11/08 12:00:00 AM","2025/11/08 12:00:00 AM","Sa","12:00:00","13:30:00","sfrecpark.org/register","false",,"MOSCONE REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation",,"Pre-Teens; Teens",,,"Girls",,"1800 Chestnut St @ Buchanan St","(415) 292-2045",,"37.801422","-122.4331875","POINT (-122.4331875 37.801422)","Marina","2","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40470_rpd","SF Rec Park","Little Hands Creative Art","Let's experiment with different textures and materials to explore, express and create with paper, paint and crayons. Adults must be present during class.","2025/10/23 12:00:00 AM","2025/12/11 12:00:00 AM","Th","10:00:00","11:30:00","sfrecpark.org/register","true",,"EXCELSIOR PLGD","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Childcare","Playgroups","Infants; Toddlers",,,,,"579 Madrid St @ Russia Ave","(415) 831-2700",,"37.720359","-122.4332325","POINT (-122.4332325 37.720359)","Excelsior","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39997_rpd","SF Rec Park","Ballet","This class    is designed for adult dancers of all abilities. Students will continue to    strengthen their ballet technique with exercises and combinations aimed to    improve alignment and balance, strengthen muscles, and increase flexibility.    Prior ballet experience is recommended.","2025/09/04 12:00:00 AM","2025/10/23 12:00:00 AM","Th","11:00:00","12:00:00","sfrecpark.org/register","true",,"HARVEY MILK CENTER FOR THE ARTS","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity",,"TAY",,,,,"50 Scott St","(415) 554-8742",,"37.769499","-122.434623","POINT (-122.434623 37.769499)","Haight Ashbury","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39575_rpd","SF Rec Park","Zumba - Drop-in","There is now a minimal fee for Indoor Zumba. Walk-up outdoor classes are free. Visit sfrecpark.org/zumba for a full list of current class information. Purchase a discounted multi-visit pass at sfrecpark.org/register under Passes & Memberships.","2025/09/08 12:00:00 AM","2025/12/08 12:00:00 AM","M","18:30:00","19:30:00","sfrecpark.org/register","true",,"CROCKER AMAZON PLGD","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Physical Fitness","All Ages",,,,,"700 Moscow St @ Italy St","(415) 337-4708",,"37.716615","-122.431491","POINT (-122.431491 37.716615)","Excelsior","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40459_rpd","SF Rec Park","Scooters, Skateboards & Pedal Bikes","A    perfect place to start if it’s your first time stepping on a skateboard. We offer a safe place for beginning    skateboarders to learn how to stand on a skateboard properly while    maintaining our balance. Our    instructors are certified in teaching Tot skateboarders the very basics    skating. We provide very low impact    ramps designed for beginner skaters. **Please note no class on 11/26 & 12/3.","2025/10/22 12:00:00 AM","2025/12/17 12:00:00 AM","W","11:15:00","12:15:00","sfrecpark.org/register","true",,"GLEN CANYON REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation",,"Toddlers; Children",,,,,"70 Elk St","(415) 337-4705",,"37.736199","-122.4400455","POINT (-122.4400455 37.736199)","Glen Park","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39998_rpd","SF Rec Park","BollyX","BollyX is perfect    for anyone looking to dance to Bollywood music, get their heart rate up, and    spread more joy in the world! BollyX is a Bollywood-inspired cardio    dance-fitness program that combines dynamic choreography with music from    around the world.","2025/09/02 12:00:00 AM","2025/10/21 12:00:00 AM","T","18:00:00","19:00:00","sfrecpark.org/register","true",,"HARVEY MILK CENTER FOR THE ARTS","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity",,"Pre-Teens; Teens; TAY",,,,,"50 Scott St","(415) 554-8742",,"37.769499","-122.434623","POINT (-122.434623 37.769499)","Haight Ashbury","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39663_rpd","SF Rec Park","Level 2","This class builds on the basic aquatic skills and water safety skills and concepts learned in level 1. Participants begin to perform skills at a slightly more advanced level and begin gaining rudimentary propulsive skills on both the front and the back. This level marks the beginning of independent aquatic locomotion skills. Prerequisite- Completion of Level 1. Children must be 48 to participate. Registration is limited to one swim class per participant.","2025/11/04 12:00:00 AM","2025/12/11 12:00:00 AM","T,Th","16:30:00","17:00:00","sfrecpark.org/register","true",,"GARFIELD SWIMMING POOL","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Swimming","Children; Pre-Teens; Teens; TAY",,,,,"1271 Treat St","(415) 695-5001",,"37.74987317872","-122.41271235965","POINT (-122.41271236 37.749873179)","Mission","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39860_rpd","SF Rec Park","Archery Development - Intermediate/Advanced","Level up    your archery skills in this exciting 6-week course, designed for young    archers! Using the USA Archery Junior Olympic Archery Development Program,    you'll learn about different bow styles, including Olympic recurve and    bowhunter compound, and challenge yourself with various distances and target    sizes. Earn achievement pins as you complete each goal, celebrating your    progress and growth. USA Archery membership is required for national    recognition.","2025/11/08 12:00:00 AM","2025/12/20 12:00:00 AM","Sa","12:00:00","13:30:00","sfrecpark.org/register","true",,"GOLDEN GATE PARK ARCHERY FIELD","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation",,"Children; Pre-Teens; Teens; TAY",,,,,"47th Ave & Fulton St","(415) 831-2700",,"37.771497","-122.507766","POINT (-122.507766 37.771497)","Outer Richmond","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40048_rpd","SF Rec Park","Drop-in: Tot Open Gym",,"2025/09/02 12:00:00 AM","2025/12/16 12:00:00 AM","T","10:00:00","12:00:00","sfrecpark.org/register","false",,"GARFIELD SQUARE","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Summer Programs; Dance","Infants; Toddlers; Children",,,,,"1271 Treat St","(415) 831-2700",,"37.74987317872","-122.41271235965","POINT (-122.41271236 37.749873179)","Mission","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40169_rpd","SF Rec Park","Mixed Media Printmaking","This    class is geared towards Seniors, but all adults are welcome.  Students will start with brushes, pencils,    pens, and some traditional drawing techniques and move into using image    transfers and stencils. They will continue with more in depth printmaking    such as monotypes and collagraphs. All work will include combining various    types of media at once in a single work of art. Some supplies will be    included, and a materials list will be provided at the first class meeting.    Students are encouraged to bring in their favorite brushes, pencils, and    other related materials to use in class meetings.","2025/09/05 12:00:00 AM","2025/11/21 12:00:00 AM","F","10:30:00","13:00:00","sfrecpark.org/register","true",,"HARVEY MILK CENTER FOR THE ARTS","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity","Visual Arts","TAY",,,,,"50 Scott St","(415) 554-8742",,"37.769499","-122.434623","POINT (-122.434623 37.769499)","Haight Ashbury","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"127619_sfpl","SF Public Library","Book Club: Check &#039;em Out","Come prepared to discuss the first half of <a href=""https://sfpl.bibliocommons.com/v2/search?searchType=title&amp;query=My%20Brilliant%20Friend"">My…</a>","2025/11/04 12:00:00 AM","2025/11/04 12:00:00 AM",,"13:00:00","15:00:00","https://sfpl.org/events/2025/11/04/book-club-check-em-out","false",,"Glen Park","https://sfpl.org//sites/default/files/2025-07/23483.png","Arts, Culture & Identity","Writing","TAY (Ages 18-24)",,,,,"2825 Diamond Street","415-355-2858","gpamgr@sfpl.org","37.73394","-122.433903","POINT (-122.433903 37.73394)","Glen Park","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40323_rpd","SF Rec Park","Kayaking at Lake Merced","Discover the serene beauty of San Francisco’s waterways with a self-guided kayaking experience at either Lake Merced or China Basin. Paddle at your own pace as you explore the lake’s tranquil waters, diverse wildlife, and natural habitats—an ideal way to connect with nature and enjoy a refreshing outdoor adventure right in the city. Enrollment includes the rental of a tandem (two-person) kayak and covers up to two participants. Personal flotation devices are provided for all participants. Children 12 and under must be accompanied by an adult in the kayak. All participants must sign a release waiver on the day of their session. Instructional safety videos must be viewed prior to paddling; a link to the videos and waiver will be emailed the week before your scheduled time. Registered participants under the age of 12 must be accompanied on the water by a registered parent or guardian. Expect to get wet—please bring a towel and a change of clothes.","2025/11/15 12:00:00 AM","2025/11/15 12:00:00 AM","Sa","10:15:00","11:15:00","sfrecpark.org/register","true",,"LAKE MERCED BOATHOUSE","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Kayaking","Pre-Teens; Teens; TAY",,,,,"Skyline Blvd & Harding Rd","(415) 831-2700",,"37.72665","-122.5025145","POINT (-122.5025145 37.72665)","Lakeshore","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"107762_sfpl","SF Public Library","Storytime: For Preschoolers Bilingual in Español/English","Books, songs, fingerplays and more for ages 3–5.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…","2025/10/30 12:00:00 AM","2025/10/30 12:00:00 AM",,"11:00:00","11:30:00","https://sfpl.org/events/2025/10/30/storytime-preschoolers-bilingual-espanolenglish","false",,"Bayview/Linda Brooks-Burton","https://sfpl.org//sites/default/files/topics/StorytimeforPreschoolers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"5075 3rd Street","415-355-5757","baymgr@sfpl.org","37.732491","-122.3913285","POINT (-122.3913285 37.732491)","Bayview Hunters Point","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"110077_sfpl","SF Public Library","Storytime: For Families","Playtime to follow storytime.","2025/10/25 12:00:00 AM","2025/10/25 12:00:00 AM",,"10:30:00","11:30:00","https://sfpl.org/events/2025/10/25/storytime-families-2","false",,"Marina","https://sfpl.org//sites/default/files/2024-12/18418.png","Family Support","Parent Education, Writing","Families with children below 18 years old, Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1890 Chestnut Street","415-355-2823","marmgr@sfpl.org","37.801314","-122.434182","POINT (-122.434182 37.801314)","Marina","2","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"117555_sfpl","SF Public Library","Storytime: For Preschoolers","Books, songs, fingerplays and more for ages 3–5.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…","2025/10/15 12:00:00 AM","2025/10/15 12:00:00 AM",,"10:30:00","11:00:00","https://sfpl.org/events/2025/10/15/storytime-preschoolers-0","false",,"Excelsior","https://sfpl.org//sites/default/files/topics/StorytimeforPreschoolers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"4400 Mission Street","415-355-2868","excmgr@sfpl.org","37.727028","-122.433246","POINT (-122.433246 37.727028)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"111390_sfpl","SF Public Library","Storytime: For Families","Space limited. Tickets available on a first come basis at the side gate entrance&nbsp;starting at 1:00pm. Playtime to follow storytime.","2025/10/10 12:00:00 AM","2025/10/10 12:00:00 AM",,"13:15:00","13:45:00","https://sfpl.org/events/2025/10/10/storytime-families","false",,"Golden Gate Valley","https://sfpl.org//sites/default/files/2025-08/24298.png","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1801 Green Street","415-355-5666","ggvmgr@sfpl.org","37.79685","-122.4290475","POINT (-122.4290475 37.79685)","Marina","2","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"106521_sfpl","SF Public Library","Storytime: For Families","Books, songs, rhymes and fun for children of all ages.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…","2025/10/08 12:00:00 AM","2025/10/08 12:00:00 AM",,"14:00:00","14:30:00","https://sfpl.org/events/2025/10/08/storytime-families","false",,"Merced","https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"155 Winston Drive","415-355-2825","mermgr@sfpl.org","37.726713","-122.4744615","POINT (-122.4744615 37.726713)","West of Twin Peaks","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
